Code,ISIN,Name,GroupCode,CapSize,IndLarge,IndMedium,IndSmall
0049K0,KR70049K0003,ACE 미국배당퀄리티채권혼합50,EF,,0,0,0
0049M0,KR70049M0001,ACE 미국배당퀄리티+커버드콜액티브,EF,,0,0,0
005010,KR7005010004,휴스틸,ST,3.0,27,11,0
005030,KR7005030002,부산주공,ST,3.0,27,15,0
005070,KR7005070008,코스모신소재,ST,2.0,27,8,0
005090,KR7005090006,SGC에너지,ST,3.0,17,0,0
0050E0,KR70050E0007,PLUS 미국AI에이전트,EF,,0,0,0
005110,KR7005110002,한창,ST,3.0,16,0,0
005180,KR7005180005,빙그레,ST,2.0,27,5,0
0051A0,KR70051A0000,KoAct 브로드컴밸류체인액티브,EF,,0,0,0
0051G0,KR70051G0004,SOL 미국원자력SMR,EF,,0,0,0
005250,KR7005250006,녹십자홀딩스,ST,2.0,26,0,0
005257,KR7005252002,녹십자홀딩스2우,ST,0.0,26,0,0
0052D0,KR70052D0006,TIGER 코리아배당다우존스,EF,,0,0,0
0052S0,KR70052S0009,1Q 미국S&P500미국채혼합50액티브,EF,,0,0,0
0052T0,KR70052T0008,1Q 중단기회사채(A-이상)액티브,EF,,0,0,0
005300,KR7005300009,롯데칠성,ST,2.0,27,5,0
005305,KR7005301007,롯데칠성우,ST,0.0,27,5,0
005320,KR7005320007,온타이드,ST,3.0,16,0,0
005360,KR7005360003,모나미,ST,3.0,16,0,0
005380,KR7005380001,현대차,ST,1.0,27,15,0
005385,KR7005381009,현대차우,ST,0.0,27,15,0
005387,KR7005382007,현대차2우B,ST,0.0,27,15,0
005389,KR7005383005,현대차3우B,ST,0.0,27,15,0
005390,KR7005390000,신성통상,ST,3.0,16,0,0
0053L0,KR70053L0005,TIGER 차이나휴머노이드로봇,EF,,0,0,0
005420,KR7005420005,코스모화학,ST,2.0,27,8,0
005430,KR7005430004,한국공항,ST,3.0,19,0,0
005440,KR7005440003,현대지에프홀딩스,ST,2.0,21,0,0
005490,KR7005490008,POSCO홀딩스,ST,1.0,27,11,0
005500,KR7005500004,삼진제약,ST,3.0,27,9,0
005610,KR7005610001,SPC삼립,ST,3.0,27,5,0
005680,KR7005680004,삼영전자,ST,3.0,27,13,0
005690,KR7005690003,파미셀,ST,2.0,27,9,0
005720,KR7005720008,넥센,ST,3.0,27,8,0
005725,KR7005721006,넥센우,ST,0.0,27,8,0
005740,KR7005740006,크라운해태홀딩스,ST,3.0,21,0,0
005745,KR7005741004,크라운해태홀딩스우,ST,0.0,21,0,0
005750,KR7005750005,대림바스,ST,3.0,27,10,0
0057H0,KR70057H0007,PLUS 미국S&P500미국채혼합50액티브,EF,,0,0,0
005800,KR7005800008,신영와코루,ST,3.0,27,6,0
005810,KR7005810007,풍산홀딩스,ST,3.0,21,0,0
005820,KR7005820006,원림,ST,3.0,27,6,0
005830,KR7005830005,DB손해보험,ST,1.0,21,25,0
005850,KR7005850003,에스엘,ST,2.0,27,15,0
005870,KR7005870001,휴니드,ST,3.0,27,13,0
005880,KR7005880000,대한해운,ST,2.0,19,0,0
005930,KR7005930003,삼성전자,ST,1.0,27,13,0
005935,KR7005931001,삼성전자우,ST,0.0,27,13,0
005940,KR7005940002,NH투자증권,ST,1.0,21,24,0
005945,KR7005941000,NH투자증권우,ST,0.0,21,24,0
005950,KR7005950001,이수화학,ST,3.0,27,8,0
005960,KR7005960000,동부건설,ST,3.0,18,0,0
005965,KR7005961008,동부건설우,ST,0.0,18,0,0
006040,KR7006040000,동원산업,ST,2.0,21,0,0
006060,KR7006060008,화승인더,ST,3.0,16,0,0
006090,KR7006090005,사조오양,ST,3.0,27,5,0
006110,KR7006110001,삼아알미늄,ST,2.0,27,11,0
006120,KR7006120000,SK디스커버리,ST,2.0,21,0,0
006125,KR7006121008,SK디스커버리우,ST,0.0,21,0,0
006200,KR7006200000,한국전자홀딩스,ST,3.0,21,0,0
006220,KR7006220008,제주은행,ST,3.0,21,0,0
006260,KR7006260004,LS,ST,1.0,21,0,0
006280,KR7006280002,녹십자,ST,2.0,27,9,0
006340,KR7006340004,대원전선,ST,3.0,27,13,0
006345,KR7006341002,대원전선우,ST,0.0,27,13,0
006360,KR7006360002,GS건설,ST,2.0,18,0,0
006370,KR7006370001,대구백화점,ST,3.0,16,0,0
006380,KR7006380000,카프로,ST,2.0,27,8,0
006390,KR7006390009,한일현대시멘트,ST,3.0,27,10,0
006400,KR7006400006,삼성SDI,ST,1.0,27,13,0
006405,KR7006401004,삼성SDI우,ST,0.0,27,13,0
006490,KR7006490007,인스코비,ST,3.0,20,0,0
0064K0,KR70064K0003,KODEX 금액티브,EF,,0,0,0
006570,KR7006570006,대림통상,ST,3.0,27,11,0
0065G0,KR70065G0008,KODEX 차이나테크TOP10,EF,,0,0,0
006650,KR7006650006,대한유화,ST,2.0,27,8,0
006660,KR7006660005,삼성공조,ST,3.0,27,15,0
0066W0,KR70066W0007,SOL 국제금,EF,,0,0,0
006740,KR7006740005,영풍제지,ST,3.0,27,7,0
0067V0,KR70067V0007,TIGER 차이나글로벌리더스TOP3+,EF,,0,0,0
0067Y0,KR70067Y0004,TIGER 차이나AI소프트웨어,EF,,0,0,0
006800,KR7006800007,미래에셋증권,ST,1.0,21,24,0
006805,KR7006801005,미래에셋증권우,ST,0.0,21,24,0
00680K,KR700680K019,미래에셋증권2우B,ST,0.0,21,24,0
006840,KR7006840003,AK홀딩스,ST,3.0,21,0,0
006880,KR7006880009,신송홀딩스,ST,3.0,16,0,0
006890,KR7006890008,태경케미컬,ST,3.0,27,8,0
006980,KR7006980007,우성,ST,3.0,27,5,0
007070,KR7007070006,GS리테일,ST,2.0,16,0,0
007110,KR7007110000,일신석재,ST,3.0,16,0,0
007120,KR7007120009,미래아이앤지,ST,3.0,29,0,0
007160,KR7007160005,사조산업,ST,3.0,27,5,0
007210,KR7007210008,벽산,ST,3.0,27,10,0
007280,KR7007280001,한국특강,ST,3.0,27,11,0
007310,KR7007310006,오뚜기,ST,2.0,27,5,0
007340,KR7007340003,DN오토모티브,ST,2.0,27,13,0
007460,KR7007460009,에이프로젠,ST,3.0,27,11,0
007540,KR7007540008,샘표,ST,3.0,21,0,0
007570,KR7007570005,일양약품,ST,3.0,27,9,0
007575,KR7007571003,일양약품우,ST,0.0,27,9,0
007590,KR7007590003,동방아그로,ST,3.0,27,8,0
007610,KR7007610009,선도전기,ST,3.0,27,13,0
007660,KR7007660004,이수페타시스,ST,2.0,27,13,0
007690,KR7007690001,국도화학,ST,3.0,27,8,0
007700,KR7007700008,F&F홀딩스,ST,3.0,21,0,0
007810,KR7007810005,코리아써키트,ST,3.0,27,13,0
007815,KR7007811003,코리아써우,ST,0.0,27,13,0
00781K,KR700781K015,코리아써키트2우B,ST,0.0,27,13,0
007860,KR7007860000,서연,ST,3.0,21,0,0
007980,KR7007980006,TP,ST,3.0,27,6,0
008040,KR7008040008,사조동아원,ST,3.0,27,5,0
008060,KR7008060006,대덕,ST,3.0,21,0,0
00806K,KR700806K010,대덕1우,ST,0.0,21,0,0
008110,KR7008110009,대동전자,ST,3.0,27,13,0
008250,KR7008250003,이건산업,ST,3.0,27,7,0
008260,KR7008260002,NI스틸,ST,3.0,27,11,0
008350,KR7008350001,남선알미늄,ST,3.0,27,11,0
008355,KR7008351009,남선알미우,ST,0.0,27,11,0
008420,KR7008420002,문배철강,ST,3.0,27,11,0
008490,KR7008490005,서흥,ST,3.0,27,8,0
008500,KR7008500001,일정실업,ST,3.0,27,6,0
008600,KR7008600009,윌비스,ST,3.0,16,0,0
008700,KR7008700007,아남전자,ST,3.0,27,13,0
008730,KR7008730004,율촌화학,ST,2.0,27,8,0
008770,KR7008770000,호텔신라,ST,2.0,16,0,0
008775,KR7008771008,호텔신라우,ST,0.0,16,0,0
008870,KR7008870008,금비,ST,3.0,27,10,0
008930,KR7008930000,한미사이언스,ST,2.0,21,0,0
008970,KR7008970006,동양철관,ST,3.0,27,11,0
009070,KR7009070004,KCTC,ST,3.0,19,0,0
009140,KR7009140005,경인전자,ST,3.0,27,13,0
009150,KR7009150004,삼성전기,ST,1.0,27,13,0
009155,KR7009151002,삼성전기우,ST,0.0,27,13,0
009160,KR7009160003,SIMPAC,ST,3.0,27,11,0
009180,KR7009180001,한솔로지스틱스,ST,3.0,19,0,0
009190,KR7009190000,대양금속,ST,3.0,27,11,0
009200,KR7009200007,무림페이퍼,ST,3.0,27,7,0
009240,KR7009240003,한샘,ST,2.0,16,0,0
009270,KR7009270000,신원,ST,3.0,27,6,0
009290,KR7009290008,광동제약,ST,3.0,27,9,0
009310,KR7009310004,참엔지니어링,ST,3.0,27,12,0
009320,KR7009320003,아진전자부품,ST,3.0,27,15,0
009410,KR7009410002,태영건설,ST,2.0,18,0,0
009415,KR7009411000,태영건설우,ST,0.0,18,0,0
009420,KR7009420001,한올바이오파마,ST,2.0,27,9,0
009440,KR7009440009,KC그린홀딩스,ST,3.0,21,0,0
009450,KR7009450008,경동나비엔,ST,2.0,27,13,0
009460,KR7009460007,한창제지,ST,3.0,27,7,0
009470,KR7009470006,삼화전기,ST,3.0,27,13,0
009540,KR7009540006,HD한국조선해양,ST,1.0,21,0,0
009580,KR7009580002,무림P&P,ST,3.0,27,7,0
009680,KR7009680000,모토닉,ST,3.0,27,15,0
009770,KR7009770009,삼정펄프,ST,3.0,27,7,0
009810,KR7009810003,플레이그램,ST,3.0,16,0,0
009830,KR7009830001,한화솔루션,ST,1.0,27,8,0
009835,KR7009831009,한화솔루션우,ST,0.0,27,8,0
009900,KR7009900002,명신산업,ST,2.0,27,15,0
009970,KR7009970005,영원무역홀딩스,ST,2.0,21,0,0
010040,KR7010040004,한국내화,ST,3.0,27,10,0
010060,KR7010060002,OCI홀딩스,ST,2.0,21,0,0
010100,KR7010100006,한국무브넥스,ST,3.0,27,15,0
010120,KR7010120004,LS ELECTRIC,ST,1.0,27,13,0
010130,KR7010130003,고려아연,ST,1.0,27,11,0
010140,KR7010140002,삼성중공업,ST,1.0,27,15,0
010400,KR7010400000,우진아이엔에스,ST,3.0,18,0,0
010420,KR7010420008,한솔PNS,ST,3.0,16,0,0
010580,KR7010580009,에스엠벡셀,ST,3.0,27,15,0
010600,KR7010600005,웰바이오텍,ST,3.0,16,0,0
010620,KR7010620003,HD현대미포,ST,1.0,27,15,0
010640,KR7010640001,진양폴리,ST,3.0,27,8,0
010660,KR7010660009,화천기계,ST,3.0,27,12,0
010690,KR7010690006,화신,ST,3.0,27,15,0
010770,KR7010770006,평화홀딩스,ST,3.0,27,15,0
010780,KR7010780005,아이에스동서,ST,2.0,27,10,0
010820,KR7010820009,퍼스텍,ST,3.0,27,11,0
010950,KR7010950004,S-Oil,ST,1.0,27,8,0
010955,KR7010951002,S-Oil우,ST,0.0,27,8,0
010960,KR7010960003,삼호개발,ST,3.0,18,0,0
011000,KR7011000007,진원생명과학,ST,3.0,27,9,0
011070,KR7011070000,LG이노텍,ST,1.0,27,13,0
011090,KR7011090008,에넥스,ST,3.0,27,0,0
011150,KR7011150000,CJ씨푸드,ST,3.0,27,5,0
011155,KR7011151008,CJ씨푸드1우,ST,0.0,27,5,0
011170,KR7011170008,롯데케미칼,ST,2.0,27,8,0
011200,KR7011200003,HMM,ST,1.0,19,0,0
011210,KR7011210002,현대위아,ST,2.0,27,15,0
011230,KR7011230000,삼화전자,ST,3.0,27,13,0
011280,KR7011280005,태림포장,ST,3.0,27,7,0
011300,KR7011300001,성안머티리얼스,ST,3.0,27,6,0
011330,KR7011330008,유니켐,ST,3.0,27,6,0
011390,KR7011390002,부산산업,ST,3.0,27,10,0
011420,KR7011420007,갤럭시아에스엠,ST,3.0,30,0,0
011500,KR7011500006,한농화성,ST,3.0,27,8,0
011690,KR7011690005,와이투솔루션,ST,3.0,27,13,0
011700,KR7011700002,한신기계,ST,3.0,27,12,0
011760,KR7011760006,현대코퍼레이션,ST,3.0,16,0,0
011780,KR7011780004,금호석유화학,ST,2.0,27,8,0
011785,KR7011781002,금호석유화학우,ST,0.0,27,8,0
011790,KR7011790003,SKC,ST,1.0,27,8,0
011810,KR7011810009,STX,ST,3.0,16,0,0
011930,KR7011930005,신성이엔지,ST,3.0,27,13,0
012030,KR7012030003,DB,ST,3.0,29,0,0
012160,KR7012160008,영흥,ST,3.0,27,11,0
012170,KR7012170007,아센디오,ST,3.0,30,0,0
012200,KR7012200002,계양전기,ST,3.0,27,12,0
012205,KR7012201000,계양전기우,ST,0.0,27,12,0
012280,KR7012280004,영화금속,ST,3.0,27,15,0
012320,KR7012320008,경동인베스트,ST,3.0,21,0,0
012330,KR7012330007,현대모비스,ST,1.0,27,15,0
012450,KR7012450003,한화에어로스페이스,ST,1.0,27,15,0
012510,KR7012510004,더존비즈온,ST,2.0,29,0,0
012610,KR7012610002,경인양행,ST,3.0,27,8,0
012630,KR7012630000,HDC,ST,2.0,21,0,0
012690,KR7012690004,모나리자,ST,3.0,27,7,0
012750,KR7012750006,에스원,ST,2.0,26,0,0
012800,KR7012800009,대창,ST,3.0,27,11,0
013000,KR7013000005,세우글로벌,ST,3.0,16,0,0
013360,KR7013360003,일성건설,ST,3.0,18,0,0
013520,KR7013520002,화승코퍼레이션,ST,3.0,27,15,0
013570,KR7013570007,디와이,ST,3.0,21,0,0
013580,KR7013580006,계룡건설,ST,3.0,18,0,0
013700,KR7013700000,까뮤이앤씨,ST,3.0,18,0,0
013870,KR7013870001,지엠비코리아,ST,3.0,27,15,0
013890,KR7013890009,지누스,ST,2.0,27,0,0
014130,KR7014130009,한익스프레스,ST,3.0,19,0,0
014160,KR7014160006,대영포장,ST,3.0,27,7,0
014280,KR7014280002,금강공업,ST,3.0,27,11,0
014285,KR7014281000,금강공업우,ST,0.0,27,11,0
014440,KR7014440002,영보화학,ST,3.0,27,8,0
014530,KR7014530000,극동유화,ST,3.0,27,8,0
014580,KR7014580005,태경비케이,ST,3.0,27,10,0
014680,KR7014680003,한솔케미칼,ST,2.0,27,8,0
014710,KR7014710008,사조씨푸드,ST,3.0,27,5,0
014790,KR7014790000,HL D&I,ST,3.0,18,0,0
014820,KR7014820005,동원시스템즈,ST,2.0,27,8,0
014825,KR7014821003,동원시스템즈우,ST,0.0,27,8,0
014830,KR7014830004,유니드,ST,3.0,27,8,0
014910,KR7014910004,성문전자,ST,3.0,27,13,0
014915,KR7014911002,성문전자우,ST,0.0,27,13,0
014990,KR7014990006,인디에프,ST,3.0,27,6,0
015020,KR7015020001,이스타코,ST,3.0,28,0,0
015230,KR7015230006,대창단조,ST,3.0,27,15,0
015260,KR7015260003,에이엔피,ST,3.0,27,13,0
015360,KR7015360001,INVENI,ST,3.0,26,0,0
015590,KR7015590003,DKME,ST,3.0,27,12,0
015760,KR7015760002,한국전력,ST,1.0,17,0,0
015860,KR7015860000,일진홀딩스,ST,3.0,21,0,0
015890,KR7015890007,태경산업,ST,3.0,27,8,0
016090,KR7016090003,대현,ST,3.0,27,6,0
016360,KR7016360000,삼성증권,ST,1.0,21,24,0
016380,KR7016380008,KG스틸,ST,2.0,27,11,0
016450,KR7016450009,한세예스24홀딩스,ST,3.0,27,6,0
016580,KR7016580003,환인제약,ST,3.0,27,9,0
016590,KR7016590002,신대양제지,ST,3.0,27,7,0
016610,KR7016610008,DB증권,ST,3.0,21,24,0
016710,KR7016710006,대성홀딩스,ST,3.0,26,0,0
016740,KR7016740003,두올,ST,3.0,27,15,0
016800,KR7016800005,퍼시스,ST,3.0,27,0,0
016880,KR7016880007,웅진,ST,3.0,26,0,0
017040,KR7017040007,광명전기,ST,3.0,27,13,0
017180,KR7017180001,명문제약,ST,3.0,27,9,0
017370,KR7017370008,우신시스템,ST,3.0,27,12,0
017390,KR7017390006,서울가스,ST,3.0,17,0,0
017550,KR7017550005,수산세보틱스,ST,3.0,27,12,0
017670,KR7017670001,SK텔레콤,ST,1.0,20,0,0
017800,KR7017800004,현대엘리베이터,ST,2.0,27,12,0
017810,KR7017810003,풀무원,ST,3.0,27,5,0
017860,KR7017860008,DS단석,ST,3.0,27,8,0
017900,KR7017900002,광전자,ST,3.0,27,13,0
017940,KR7017940008,E1,ST,3.0,16,0,0
017960,KR7017960006,한국카본,ST,2.0,27,11,0
018250,KR7018250001,애경산업,ST,3.0,27,8,0
018260,KR7018260000,삼성에스디에스,ST,1.0,29,0,0
018470,KR7018470005,조일알미늄,ST,3.0,27,11,0
018500,KR7018500009,동원금속,ST,3.0,27,15,0
018670,KR7018670000,SK가스,ST,2.0,16,0,0
018880,KR7018880005,한온시스템,ST,2.0,27,12,0
019170,KR7019170000,신풍제약,ST,2.0,27,9,0
019175,KR7019171008,신풍제약우,ST,0.0,27,9,0
019180,KR7019180009,티에이치엔,ST,3.0,27,13,0
019440,KR7019440007,세아특수강,ST,3.0,27,11,0
019490,KR7019490002,엑시큐어하이트론,ST,3.0,27,13,0
019680,KR7019680008,대교,ST,3.0,26,0,0
019685,KR7019681006,대교우B,ST,0.0,26,0,0
020000,KR7020000006,한섬,ST,3.0,27,6,0
020120,KR7020120002,키다리스튜디오,ST,3.0,29,0,0
020150,KR7020150009,롯데에너지머티리얼즈,ST,2.0,27,13,0
020560,KR7020560009,아시아나항공,ST,2.0,19,0,0
020760,KR7020760005,일진디스플,ST,3.0,27,13,0
021050,KR7021050000,서원,ST,3.0,27,11,0
021240,KR7021240007,코웨이,ST,1.0,26,0,0
021820,KR7021820006,세원정공,ST,3.0,27,15,0
022100,KR7022100002,포스코DX,ST,2.0,26,0,0
023000,KR7023000003,삼원강재,ST,3.0,27,15,0
023150,KR7023150006,MH에탄올,ST,3.0,27,5,0
023350,KR7023350002,한국종합기술,ST,3.0,26,0,0
023450,KR7023450000,동남합성,ST,3.0,27,8,0
023530,KR7023530009,롯데쇼핑,ST,2.0,16,0,0
023590,KR7023590003,다우기술,ST,2.0,29,0,0
023800,KR7023800006,인지컨트롤스,ST,3.0,27,15,0
023810,KR7023810005,인팩,ST,3.0,27,15,0
023960,KR7023960008,에쓰씨엔지니어링,ST,3.0,18,0,0
024070,KR7024070005,WISCOM,ST,3.0,27,8,0
024090,KR7024090003,디씨엠,ST,3.0,27,11,0
024110,KR7024110009,기업은행,ST,1.0,21,0,0
024720,KR7024720005,콜마홀딩스,ST,3.0,21,0,0
024890,KR7024890006,대원화성,ST,3.0,27,8,0
024900,KR7024900003,디와이덕양,ST,3.0,27,15,0
025000,KR7025000001,KPX케미칼,ST,3.0,27,8,0
025530,KR7025530007,SJM홀딩스,ST,3.0,16,0,0
025540,KR7025540006,한국단자,ST,2.0,27,13,0
025560,KR7025560004,미래산업,ST,3.0,27,14,0
025620,KR7025620006,제이준코스메틱,ST,3.0,27,8,0
025750,KR7025750001,한솔홈데코,ST,3.0,27,7,0
025820,KR7025820002,이구산업,ST,3.0,27,11,0
025860,KR7025860008,남해화학,ST,3.0,27,8,0
025890,KR7025890005,한국주강,ST,3.0,27,12,0
026890,KR7026890004,스틱인베스트먼트,ST,3.0,21,0,0
026940,KR7026940007,부국철강,ST,3.0,27,11,0
026960,KR7026960005,동서,ST,2.0,16,0,0
027410,KR7027410000,BGF,ST,3.0,21,0,0
027740,KR7027740000,마니커,ST,3.0,27,5,0
027970,KR7027970003,한국제지,ST,3.0,27,7,0
028050,KR7028050003,삼성E&A,ST,1.0,26,0,0
028100,KR7028100006,동아지질,ST,3.0,18,0,0
028260,KR7028260008,삼성물산,ST,1.0,16,0,0
02826K,KR702826K016,삼성물산우B,ST,0.0,16,0,0
028670,KR7028670008,팬오션,ST,2.0,19,0,0
029460,KR7029460003,케이씨,ST,3.0,27,14,0
029530,KR7029530003,신도리코,ST,3.0,27,13,0
029780,KR7029780004,삼성카드,ST,1.0,21,0,0
030000,KR7030000004,제일기획,ST,2.0,26,0,0
030190,KR7030190003,NICE평가정보,ST,2.0,29,0,0
030200,KR7030200000,KT,ST,1.0,20,0,0
030210,KR7030210009,다올투자증권,ST,3.0,21,24,0
030610,KR7030610000,교보증권,ST,2.0,21,24,0
030720,KR7030720007,동원수산,ST,3.0,0,0,0
031210,KR7031210008,서울보증보험,ST,0.0,21,25,0
031430,KR7031430002,신세계인터내셔날,ST,3.0,16,0,0
031440,KR7031440001,신세계푸드,ST,3.0,26,0,0
031820,KR7031820004,아이티센씨티에스,ST,3.0,29,0,0
032350,KR7032350001,롯데관광개발,ST,2.0,26,0,0
032560,KR7032560005,황금에스티,ST,3.0,27,11,0
032640,KR7032640005,LG유플러스,ST,1.0,20,0,0
032830,KR7032830002,삼성생명,ST,1.0,21,25,0
033180,KR7033180001,KH 필룩스,ST,3.0,27,13,0
033240,KR7033240003,자화전자,ST,3.0,27,13,0
033250,KR7033250002,체시스,ST,3.0,27,15,0
033270,KR7033270000,유나이티드제약,ST,3.0,27,9,0
033530,KR7033530007,SJG세종,ST,3.0,27,15,0
033780,KR7033780008,KT&G,ST,1.0,27,5,0
033920,KR7033920000,무학,ST,3.0,27,5,0
034020,KR7034020008,두산에너빌리티,ST,1.0,27,12,0
034120,KR7034120006,SBS,ST,3.0,30,0,0
034220,KR7034220004,LG디스플레이,ST,1.0,27,13,0
034230,KR7034230003,파라다이스,ST,2.0,30,0,0
034310,KR7034310003,NICE,ST,3.0,26,0,0
034590,KR7034590000,인천도시가스,ST,3.0,17,0,0
034730,KR7034730002,SK,ST,1.0,21,0,0
03473K,KR703473K016,SK우,ST,0.0,21,0,0
034830,KR7034830000,한국토지신탁,ST,3.0,21,0,0
035000,KR7035000009,HS애드,ST,3.0,26,0,0
035150,KR7035150002,백산,ST,3.0,27,8,0
035250,KR7035250000,강원랜드,ST,1.0,30,0,0
035420,KR7035420009,NAVER,ST,1.0,29,0,0
035510,KR7035510007,신세계 I&C,ST,3.0,29,0,0
035720,KR7035720002,카카오,ST,1.0,29,0,0
036420,KR7036420008,콘텐트리중앙,ST,3.0,30,0,0
036460,KR7036460004,한국가스공사,ST,2.0,17,0,0
036530,KR7036530004,SNT홀딩스,ST,3.0,21,0,0
036570,KR7036570000,엔씨소프트,ST,1.0,29,0,0
036580,KR7036580009,팜스코,ST,3.0,27,5,0
037270,KR7037270006,YG PLUS,ST,3.0,29,0,0
037560,KR7037560000,LG헬로비전,ST,3.0,30,0,0
037710,KR7037710001,광주신세계,ST,3.0,16,0,0
039130,KR7039130000,하나투어,ST,2.0,26,0,0
039490,KR7039490008,키움증권,ST,2.0,21,24,0
039570,KR7039570007,HDC랩스,ST,3.0,18,0,0
041650,KR7041650003,상신브레이크,ST,3.0,27,15,0
042660,KR7042660001,한화오션,ST,1.0,27,15,0
042670,KR7042670000,HD현대인프라코어,ST,2.0,27,12,0
042700,KR7042700005,한미반도체,ST,1.0,27,12,0
044380,KR7044380004,주연테크,ST,3.0,27,13,0
044450,KR7044450005,KSS해운,ST,3.0,19,0,0
044820,KR7044820009,코스맥스비티아이,ST,3.0,21,0,0
047040,KR7047040001,대우건설,ST,2.0,18,0,0
047050,KR7047050000,포스코인터내셔널,ST,1.0,16,0,0
047400,KR7047400007,유니온머티리얼,ST,3.0,27,10,0
047810,KR7047810007,한국항공우주,ST,1.0,27,15,0
049770,KR7049770001,동원F&B,ST,2.0,27,5,0
049800,KR7049800006,우진플라임,ST,3.0,27,12,0
051600,KR7051600005,한전KPS,ST,2.0,18,0,0
051630,KR7051630002,진양화학,ST,3.0,27,8,0
051900,KR7051900009,LG생활건강,ST,1.0,27,8,0
051905,KR7051901007,LG생활건강우,ST,0.0,27,8,0
051910,KR7051910008,LG화학,ST,1.0,27,8,0
051915,KR7051911006,LG화학우,ST,0.0,27,8,0
052690,KR7052690005,한전기술,ST,2.0,26,0,0
053210,KR7053210001,스카이라이프,ST,3.0,30,0,0
053690,KR7053690004,한미글로벌,ST,3.0,26,0,0
055490,KR7055490007,테이팩스,ST,3.0,27,8,0
055550,KR7055550008,신한지주,ST,1.0,21,0,0
057050,KR7057050007,현대홈쇼핑,ST,2.0,16,0,0
058430,KR7058430000,포스코스틸리온,ST,3.0,27,11,0
058650,KR7058650003,세아홀딩스,ST,3.0,27,11,0
058730,KR7058730003,다스코,ST,3.0,27,11,0
058850,KR7058850009,KTcs,ST,3.0,29,0,0
058860,KR7058860008,KTis,ST,3.0,29,0,0
060980,KR7060980000,HL홀딩스,ST,3.0,21,0,0
062040,KR7062040001,산일전기,ST,2.0,27,13,0
063160,KR7063160006,종근당바이오,ST,3.0,27,9,0
064350,KR7064350002,현대로템,ST,1.0,27,15,0
064400,KR7064400005,LG씨엔에스,ST,0.0,29,0,0
064960,KR7064960008,SNT모티브,ST,2.0,27,15,0
066570,KR7066570003,LG전자,ST,1.0,27,13,0
066575,KR7066571001,LG전자우,ST,0.0,27,13,0
066970,KR7066970005,엘앤에프,ST,2.0,27,13,0
067830,KR7067830000,세이브존I&C,ST,3.0,16,0,0
068270,KR7068270008,셀트리온,ST,1.0,27,9,0
068290,KR7068290006,삼성출판사,ST,3.0,30,0,0
069260,KR7069260008,TKG휴켐스,ST,2.0,27,8,0
069460,KR7069460004,대호에이엘,ST,3.0,27,11,0
069500,KR7069500007,KODEX 200,EF,,0,0,0
069620,KR7069620003,대웅제약,ST,2.0,27,9,0
069640,KR7069640001,한세엠케이,ST,3.0,16,0,0
069660,KR7069660009,KIWOOM 200,EF,,0,0,0
069730,KR7069730000,DSR제강,ST,3.0,27,11,0
069960,KR7069960003,현대백화점,ST,2.0,16,0,0
070960,KR7070960000,모나용평,ST,3.0,26,0,0
071050,KR7071050009,한국금융지주,ST,1.0,21,0,0
071055,KR7071051007,한국금융지주우,ST,0.0,21,0,0
071090,KR7071090005,하이스틸,ST,3.0,27,11,0
071320,KR7071320006,지역난방공사,ST,2.0,17,0,0
071840,KR7071840003,롯데하이마트,ST,3.0,16,0,0
071950,KR7071950000,코아스,ST,3.0,27,0,0
071970,KR7071970008,HD현대마린엔진,ST,2.0,27,12,0
072130,KR7072130008,유엔젤,ST,3.0,29,0,0
072710,KR7072710007,농심홀딩스,ST,3.0,21,0,0
073240,KR7073240004,금호타이어,ST,2.0,27,8,0
074610,KR7074610007,이엔플러스,ST,3.0,27,12,0
075180,KR7075180000,새론오토모티브,ST,3.0,27,15,0
075580,KR7075580001,세진중공업,ST,2.0,27,15,0
077500,KR7077500007,유니퀘스트,ST,3.0,16,0,0
077970,KR7077970002,STX엔진,ST,2.0,27,12,0
078000,KR7078000007,텔코웨어,ST,3.0,29,0,0
078520,KR7078520004,에이블씨엔씨,ST,3.0,27,8,0
078930,KR7078930005,GS,ST,1.0,21,0,0
078935,KR7078931003,GS우,ST,0.0,21,0,0
079160,KR7079160008,CJ CGV,ST,2.0,30,0,0
079430,KR7079430005,현대리바트,ST,3.0,27,0,0
079550,KR7079550000,LIG넥스원,ST,1.0,27,11,0
079900,KR7079900007,전진건설로봇,ST,2.0,27,12,0
079980,KR7079980009,휴비스,ST,3.0,27,8,0
081000,KR7081000002,일진다이아,ST,3.0,27,8,0
081660,KR7081660003,미스토홀딩스,ST,2.0,16,0,0
082640,KR7082640004,동양생명,ST,2.0,21,25,0
082740,KR7082740002,한화엔진,ST,2.0,27,12,0
083420,KR7083420000,그린케미칼,ST,3.0,27,8,0
084010,KR7084010008,대한제강,ST,3.0,27,11,0
084670,KR7084670009,동양고속,ST,3.0,19,0,0
084680,KR7084680008,이월드,ST,3.0,27,0,0
084690,KR7084690007,대상홀딩스,ST,3.0,21,0,0
084695,KR7084691005,대상홀딩스우,ST,0.0,21,0,0
084870,KR7084870005,TBH글로벌,ST,3.0,27,6,0
085310,KR7085310001,엔케이,ST,3.0,27,11,0
085620,KR7085620003,미래에셋생명,ST,2.0,21,25,0
086280,KR7086280005,현대글로비스,ST,1.0,19,0,0
086790,KR7086790003,하나금융지주,ST,1.0,21,0,0
088260,KR7088260005,이리츠코크렙,RT,3.0,28,0,0
